X,Y,Name,description,Longitude__X_,Latitude__Y_
-9.64219,30.2025,Tifnit,Longitude (X): -9.64219<br>Latitude (Y): 30.2025,-9.64219,30.2025
170.71079,-45.77623,Aramoana,Longitude (X): 170.71079<br>Latitude (Y): -45.77623,170.71079,-45.77623
171.19296,-42.44216,Blaketown Wedge,Longitude (X): 171.19296<br>Latitude (Y): -42.44216,171.19296,-42.44216
174.4252,-36.8271,Bogan River,Longitude (X): 174.4252<br>Latitude (Y): -36.8271,174.4252,-36.8271
171.19542,-42.43883,Cobden,Longitude (X): 171.19542<br>Latitude (Y): -42.43883,171.19542,-42.43883
174.09767,-39.04537,Fitzroy Beach,Longitude (X): 174.09767<br>Latitude (Y): -39.04537,174.09767,-39.04537
168.9924,-43.866,Haast Beach,Longitude (X): 168.9924<br>Latitude (Y): -43.866,168.9924,-43.866
173.10799,-43.77562,Hickory Bay,Longitude (X): 173.10799<br>Latitude (Y): -43.77562,173.10799,-43.77562
172.05814,-41.39073,Little Wanganui,Longitude (X): 172.05814<br>Latitude (Y): -41.39073,172.05814,-41.39073
173.74854,-42.32086,Mangamanu,Longitude (X): 173.74854<br>Latitude (Y): -42.32086,173.74854,-42.32086
173.07895,-43.06343,Motunau Beach Island,Longitude (X): 173.07895<br>Latitude (Y): -43.06343,173.07895,-43.06343
176.1912,-37.63954,Mount Maunganui,Longitude (X): 176.1912<br>Latitude (Y): -37.63954,176.1912,-37.63954
173.95576,-39.1105,Oakura Beach,Longitude (X): 173.95576<br>Latitude (Y): -39.1105,173.95576,-39.1105
174.46602,-36.95188,Piha,Longitude (X): 174.46602<br>Latitude (Y): -36.95188,174.46602,-36.95188
174.82488,-37.82124,Raglan,Longitude (X): 174.82488<br>Latitude (Y): -37.82124,174.82488,-37.82124
173.1098,-35.1714,Shipwreck Bay,Longitude (X): 173.1098<br>Latitude (Y): -35.1714,173.1098,-35.1714
173.77849,-39.22005,Stent Road,Longitude (X): 173.77849<br>Latitude (Y): -39.22005,173.77849,-39.22005
173.06144,-43.69349,Stoney Beach,Longitude (X): 173.06144<br>Latitude (Y): -43.69349,173.06144,-43.69349
173.98449,-35.12318,Taronui Bay,Longitude (X): 173.98449<br>Latitude (Y): -35.12318,173.98449,-35.12318
178.049567,-38.70663,The Island,Longitude (X): 178.049567<br>Latitude (Y): -38.70663,178.049567,-38.70663
178.07623,-38.68414,Wainui Beach,Longitude (X): 178.07623<br>Latitude (Y): -38.68414,178.07623,-38.68414
171.58646,-41.72955,Westport Breakwater,Longitude (X): 171.58646<br>Latitude (Y): -41.72955,171.58646,-41.72955
175.62745,-36.7187,Whangapoua Beach,Longitude (X): 175.62745<br>Latitude (Y): -36.7187,175.62745,-36.7187
-86.77279,12.19837,Puerto Sandino,Longitude (X): -86.77279<br>Latitude (Y): 12.19837,-86.77279,12.19837
-86.76285,12.16923,Punta Miramar,Longitude (X): -86.76285<br>Latitude (Y): 12.16923,-86.76285,12.16923
-86.70514,12.05251,El Transito,Longitude (X): -86.70514<br>Latitude (Y): 12.05251,-86.70514,12.05251
-86.10181,11.45191,Popoyo,Longitude (X): -86.10181<br>Latitude (Y): 11.45191,-86.10181,11.45191
-86.08732,11.44266,Santana,Longitude (X): -86.08732<br>Latitude (Y): 11.44266,-86.08732,11.44266
-86.056,11.4098,Panga Drops,Longitude (X): -86.056<br>Latitude (Y): 11.4098,-86.056,11.4098
-86.0483,11.40609,Playa Colorado,Longitude (X): -86.0483<br>Latitude (Y): 11.40609,-86.0483,11.40609
-86.0092,11.3701,Manzanillo,Longitude (X): -86.0092<br>Latitude (Y): 11.3701,-86.0092,11.3701
5.5487,58.79941,Bore,Longitude (X): 5.5487<br>Latitude (Y): 58.79941,5.5487,58.79941
5.77121,58.52907,Brusand,Longitude (X): 5.77121<br>Latitude (Y): 58.52907,5.77121,58.52907
5.5518,58.83176,Byberg,Longitude (X): 5.5518<br>Latitude (Y): 58.83176,5.5518,58.83176
5.11413,62.16624,Ervik,Longitude (X): 5.11413<br>Latitude (Y): 62.16624,5.11413,62.16624
5.562,58.8432,Hellestø,Longitude (X): 5.562<br>Latitude (Y): 58.8432,5.562,58.8432
5.1646,62.12585,Hoddevika,Longitude (X): 5.1646<br>Latitude (Y): 62.12585,5.1646,62.12585
4.82684,61.68178,Hovden,Longitude (X): 4.82684<br>Latitude (Y): 61.68178,4.82684,61.68178
7.1526,62.98352,Hustadvika,Longitude (X): 7.1526<br>Latitude (Y): 62.98352,7.1526,62.98352
5.18101,59.19956,Karmøy,Longitude (X): 5.18101<br>Latitude (Y): 59.19956,5.18101,59.19956
6.16822,62.67181,Kraakevika,Longitude (X): 6.16822<br>Latitude (Y): 62.67181,6.16822,62.67181
5.6725,58.55001,Kvassheim,Longitude (X): 5.6725<br>Latitude (Y): 58.55001,5.6725,58.55001
6.60008,58.08527,Lista,Longitude (X): 6.60008<br>Latitude (Y): 58.08527,6.60008,58.08527
14.47848,67.32314,Lop Camping,Longitude (X): 14.47848<br>Latitude (Y): 67.32314,14.47848,67.32314
5.51631,58.7303,Orre,Longitude (X): 5.51631<br>Latitude (Y): 58.7303,5.51631,58.7303
5.50093,58.7635,Pigsty,Longitude (X): 5.50093<br>Latitude (Y): 58.7635,5.50093,58.7635
5.5507,58.69233,Refsnes,Longitude (X): 5.5507<br>Latitude (Y): 58.69233,5.5507,58.69233
5.5169,58.77196,Reve Havn,Longitude (X): 5.5169<br>Latitude (Y): 58.77196,5.5169,58.77196
9.8538,58.96451,Saltstein,Longitude (X): 9.8538<br>Latitude (Y): 58.96451,9.8538,58.96451
14.3528,67.20882,Seinesodden,Longitude (X): 14.3528<br>Latitude (Y): 67.20882,14.3528,67.20882
5.54558,58.81344,Sele,Longitude (X): 5.54558<br>Latitude (Y): 58.81344,5.54558,58.81344
30.4717,70.20831,Skallelv,Longitude (X): 30.4717<br>Latitude (Y): 70.20831,30.4717,70.20831
13.71658,66.94828,Storvika,Longitude (X): 13.71658<br>Latitude (Y): 66.94828,13.71658,66.94828
13.583,68.27039,Unstad,Longitude (X): 13.583<br>Latitude (Y): 68.27039,13.583,68.27039
-82.227814,9.354482,Careneros,Longitude (X): -82.227814<br>Latitude (Y): 9.354482,-82.227814,9.354482
-80.14433,7.424,Ciruelo,Longitude (X): -80.14433<br>Latitude (Y): 7.424,-80.14433,7.424
-79.12938,8.94847,Isla Chepillo,Longitude (X): -79.12938<br>Latitude (Y): 8.94847,-79.12938,8.94847
-79.55795,9.63498,Isla Grande,Longitude (X): -79.55795<br>Latitude (Y): 9.63498,-79.55795,9.63498
-82.57166,8.3014,La Barqueta,Longitude (X): -82.57166<br>Latitude (Y): 8.3014,-82.57166,8.3014
-81.81512,8.08277,Nestles,Longitude (X): -81.81512<br>Latitude (Y): 8.08277,-81.81512,8.08277
-81.81755,8.0836,P-Land,Longitude (X): -81.81755<br>Latitude (Y): 8.0836,-81.81755,8.0836
-79.48699,9.00443,Panama Viejo,Longitude (X): -79.48699<br>Latitude (Y): 9.00443,-79.48699,9.00443
-82.23885,9.37424,Paunch,Longitude (X): -82.23885<br>Latitude (Y): 9.37424,-82.23885,9.37424
-82.24637,9.40137,Playa Bluff,Longitude (X): -82.24637<br>Latitude (Y): 9.40137,-82.24637,9.40137
-80.49001,7.24941,Playa Cambutal,Longitude (X): -80.49001<br>Latitude (Y): 7.24941,-80.49001,7.24941
-80.00284,7.5295,Playa El Toro,Longitude (X): -80.00284<br>Latitude (Y): 7.5295,-80.00284,7.5295
-79.5543,9.63022,Playa Grande,Longitude (X): -79.5543<br>Latitude (Y): 9.63022,-79.5543,9.63022
-80.50134,7.24867,Playa Guanico,Longitude (X): -80.50134<br>Latitude (Y): 7.24867,-80.50134,7.24867
-80.00032,7.50481,Playa Lagarto,Longitude (X): -80.00032<br>Latitude (Y): 7.50481,-80.00032,7.50481
-79.531542,8.950251,Playa Las Bovedas,Longitude (X): -79.531542<br>Latitude (Y): 8.950251,-79.531542,8.950251
-81.87385,8.17107,Playa Las Lajas,Longitude (X): -81.87385<br>Latitude (Y): 8.17107,-81.87385,8.17107
-80.05343,7.45317,Playa Los Destiladeros,Longitude (X): -80.05343<br>Latitude (Y): 7.45317,-80.05343,7.45317
-80.23571,7.42335,Playa Madrono,Longitude (X): -80.23571<br>Latitude (Y): 7.42335,-80.23571,7.42335
-79.84232,8.55886,Playa Malibu,Longitude (X): -79.84232<br>Latitude (Y): 8.55886,-79.84232,8.55886
-79.75265,9.4439,Playa Maria Chiquita,Longitude (X): -79.75265<br>Latitude (Y): 9.4439,-79.75265,9.4439
-80.25279,7.42152,Playa Raya,Longitude (X): -80.25279<br>Latitude (Y): 7.42152,-80.25279,7.42152
-79.97197,8.45361,Playa Rio Mar,Longitude (X): -79.97197<br>Latitude (Y): 8.45361,-79.97197,8.45361
-81.246,7.62623,Playa Santa Catalina,Longitude (X): -81.246<br>Latitude (Y): 7.62623,-81.246,7.62623
-79.86804,8.54875,Playa Serena,Longitude (X): -79.86804<br>Latitude (Y): 8.54875,-79.86804,8.54875
-79.91599,8.50683,Playa Teta,Longitude (X): -79.91599<br>Latitude (Y): 8.50683,-79.91599,8.50683
-80.19552,7.43252,Playa Venao,Longitude (X): -80.19552<br>Latitude (Y): 7.43252,-80.19552,7.43252
-81.23857,7.61573,Punta Brava,Longitude (X): -81.23857<br>Latitude (Y): 7.61573,-81.23857,7.61573
-81.2782,7.6339,Punta Roca,Longitude (X): -81.2782<br>Latitude (Y): 7.6339,-81.2782,7.6339
147.04497,-9.50543,Daugo Island,Longitude (X): 147.04497<br>Latitude (Y): -9.50543,147.04497,-9.50543
150.79144,-2.57407,Pikinini,Longitude (X): 150.79144<br>Latitude (Y): -2.57407,150.79144,-2.57407
147.24639,-9.52989,Sero Beach,Longitude (X): 147.24639<br>Latitude (Y): -9.52989,147.24639,-9.52989
141.2773,-2.68433,Vanimo,Longitude (X): 141.2773<br>Latitude (Y): -2.68433,141.2773,-2.68433
143.629908,-3.564904,Wewak,Longitude (X): 143.629908<br>Latitude (Y): -3.564904,143.629908,-3.564904
150.77296,2.57942,Long Long,Longitude (X): 150.77296<br>Latitude (Y): 2.57942,150.77296,2.57942
150.77319,-2.58296,Nago,Longitude (X): 150.77319<br>Latitude (Y): -2.58296,150.77319,-2.58296
150.70938,-2.61066,Ral Island,Longitude (X): 150.70938<br>Latitude (Y): -2.61066,150.70938,-2.61066
-76.8374,-12.32458,Caballeros,Longitude (X): -76.8374<br>Latitude (Y): -12.32458,-76.8374,-12.32458
-81.23267,-4.25031,Cabo Blanco,Longitude (X): -81.23267<br>Latitude (Y): -4.25031,-81.23267,-4.25031
-76.48464,-13.02844,Cerro Azul,Longitude (X): -76.48464<br>Latitude (Y): -13.02844,-76.48464,-13.02844
-79.443689,-7.704094,Chicama,Longitude (X): -79.443689<br>Latitude (Y): -7.704094,-79.443689,-7.704094
-76.78928,-12.38414,El Huayaco,Longitude (X): -76.78928<br>Latitude (Y): -12.38414,-76.78928,-12.38414
-76.82828,-12.33833,El Paso,Longitude (X): -76.82828<br>Latitude (Y): -12.33833,-76.82828,-12.33833
-77.03787,-12.18086,Herradurra,Longitude (X): -77.03787<br>Latitude (Y): -12.18086,-77.03787,-12.18086
-76.82112,-12.33873,La Isla,Longitude (X): -76.82112<br>Latitude (Y): -12.33873,-76.82112,-12.33873
-81.28602,-4.45346,Lobitos,Longitude (X): -81.28602<br>Latitude (Y): -4.45346,-81.28602,-4.45346
-77.03642,-12.1292,Makaha,Longitude (X): -77.03642<br>Latitude (Y): -12.1292,-77.03642,-12.1292
-81.06747,-4.1109,Mancora,Longitude (X): -81.06747<br>Latitude (Y): -4.1109,-81.06747,-4.1109
-76.83313,-12.32959,Oscar Point,Longitude (X): -76.83313<br>Latitude (Y): -12.32959,-76.83313,-12.32959
-79.58846,-7.41443,Pacasmayo,Longitude (X): -79.58846<br>Latitude (Y): -7.41443,-79.58846,-7.41443
-76.787965,-12.3858,Penascal,Longitude (X): -76.787965<br>Latitude (Y): -12.3858,-76.787965,-12.3858
-76.8277,-12.4083,Pico Alto,Longitude (X): -76.8277<br>Latitude (Y): -12.4083,-76.8277,-12.4083
-76.82942,-12.33521,Playa Norte,Longitude (X): -76.82942<br>Latitude (Y): -12.33521,-76.82942,-12.33521
-76.84548,-12.30818,Pulpos,Longitude (X): -76.84548<br>Latitude (Y): -12.30818,-76.84548,-12.30818
-79.12337,-8.08239,Punta Huanchaco,Longitude (X): -79.12337<br>Latitude (Y): -8.08239,-79.12337,-8.08239
-81.23834,-4.25077,Punta Panico,Longitude (X): -81.23834<br>Latitude (Y): -4.25077,-81.23834,-4.25077
-76.81714,-12.352,Punta Rocas,Longitude (X): -76.81714<br>Latitude (Y): -12.352,-76.81714,-12.352
-76.83495,-12.3291,Senoritas,Longitude (X): -76.83495<br>Latitude (Y): -12.3291,-76.83495,-12.3291
-76.81747,-12.3473,Spot Kontiki,Longitude (X): -76.81747<br>Latitude (Y): -12.3473,-76.81747,-12.3473
-76.84166,-12.31261,El Silencio,Longitude (X): -76.84166<br>Latitude (Y): -12.31261,-76.84166,-12.31261
-76.78849,-12.381755,Santa Rosa,Longitude (X): -76.78849<br>Latitude (Y): -12.381755,-76.78849,-12.381755
120.4169,17.9243,Badoc Island Lefts,Longitude (X): 120.4169<br>Latitude (Y): 17.9243,120.4169,17.9243
120.43957,17.92041,Badoc Point,Longitude (X): 120.43957<br>Latitude (Y): 17.92041,120.43957,17.92041
126.1705,9.7455,Barrio,Longitude (X): 126.1705<br>Latitude (Y): 9.7455,126.1705,9.7455
120.31893,16.54244,Bauang,Longitude (X): 120.31893<br>Latitude (Y): 16.54244,120.31893,16.54244
125.43833,11.6154,Boulevard,Longitude (X): 125.43833<br>Latitude (Y): 11.6154,125.43833,11.6154
120.30779,16.64427,Car-rille,Longitude (X): 120.30779<br>Latitude (Y): 16.64427,120.30779,16.64427
126.11547,9.91842,Caridad,Longitude (X): 126.11547<br>Latitude (Y): 9.91842,126.11547,9.91842
126.20562,9.30347,Cauit Point,Longitude (X): 126.20562<br>Latitude (Y): 9.30347,126.20562,9.30347
126.1652,9.8137,Cloud 9,Longitude (X): 126.1652<br>Latitude (Y): 9.8137,126.1652,9.8137
120.33383,16.8191,Darigayos,Longitude (X): 120.33383<br>Latitude (Y): 16.8191,120.33383,16.8191
126.16723,9.8017,Horseshoe,Longitude (X): 126.16723<br>Latitude (Y): 9.8017,126.16723,9.8017
126.17302,9.30673,Jelly's Point,Longitude (X): 126.17302<br>Latitude (Y): 9.30673,126.17302,9.30673
126.05564,9.23391,Lanuza,Longitude (X): 126.05564<br>Latitude (Y): 9.23391,126.05564,9.23391
125.5483,11.41315,Llorente,Longitude (X): 125.5483<br>Latitude (Y): 11.41315,125.5483,11.41315
124.41388,13.66896,Lucky Point,Longitude (X): 124.41388<br>Latitude (Y): 13.66896,124.41388,13.66896
126.1806,9.639743,Mabuntok,Longitude (X): 126.1806<br>Latitude (Y): 9.639743,126.1806,9.639743
124.3952,13.68978,Majestics,Longitude (X): 124.3952<br>Latitude (Y): 13.68978,124.3952,13.68978
120.35837,17.5417,Manangat,Longitude (X): 120.35837<br>Latitude (Y): 17.5417,120.35837,17.5417
126.1792,9.0796,Marami Beach,Longitude (X): 126.1792<br>Latitude (Y): 9.0796,126.1792,9.0796
120.3072,16.6393,Mona Lisa Point,Longitude (X): 120.3072<br>Latitude (Y): 16.6393,120.3072,16.6393
126.10358,9.24909,Moshi Moshi,Longitude (X): 126.10358<br>Latitude (Y): 9.24909,126.10358,9.24909
120.4547,17.36104,Nalvo,Longitude (X): 120.4547<br>Latitude (Y): 17.36104,120.4547,17.36104
126.1033,9.9435,Pacifico,Longitude (X): 126.1033<br>Latitude (Y): 9.9435,126.1033,9.9435
126.13902,9.73351,Pansukian,Longitude (X): 126.13902<br>Latitude (Y): 9.73351,126.13902,9.73351
120.42613,17.49163,Parada Santa,Longitude (X): 120.42613<br>Latitude (Y): 17.49163,120.42613,17.49163
126.1644,9.83418,Pencit Reef,Longitude (X): 126.1644<br>Latitude (Y): 9.83418,126.1644,9.83418
126.0983,9.8577,Pilar,Longitude (X): 126.0983<br>Latitude (Y): 9.8577,126.0983,9.8577
125.44722,11.606,Pirates Cove,Longitude (X): 125.44722<br>Latitude (Y): 11.606,125.44722,11.606
120.28783,16.6064,Poro Point,Longitude (X): 120.28783<br>Latitude (Y): 16.6064,120.28783,16.6064
120.3561,17.69223,Puro Pinget,Longitude (X): 120.3561<br>Latitude (Y): 17.69223,120.3561,17.69223
125.99974,9.29598,Random Beach Break,Longitude (X): 125.99974<br>Latitude (Y): 9.29598,125.99974,9.29598
120.43735,17.92371,Star Tubes,Longitude (X): 120.43735<br>Latitude (Y): 17.92371,120.43735,17.92371
126.1567,9.8435,Stimpy's,Longitude (X): 126.1567<br>Latitude (Y): 9.8435,126.1567,9.8435
125.8269,10.966,Sulingan Beach,Longitude (X): 125.8269<br>Latitude (Y): 10.966,125.8269,10.966
126.2661,8.9883,Tago River,Longitude (X): 126.2661<br>Latitude (Y): 8.9883,126.2661,8.9883
126.1636,9.80648,Tuason Point,Longitude (X): 126.1636<br>Latitude (Y): 9.80648,126.1636,9.80648
120.41187,17.91488,Turtle Head,Longitude (X): 120.41187<br>Latitude (Y): 17.91488,120.41187,17.91488
120.31823,16.65492,Urbiztondo Beach,Longitude (X): 120.31823<br>Latitude (Y): 16.65492,120.31823,16.65492
124.23505,13.58103,Virac Harbour,Longitude (X): 124.23505<br>Latitude (Y): 13.58103,124.23505,13.58103
-17.21588,32.85345,Achadas da Cruz,Longitude (X): -17.21588<br>Latitude (Y): 32.85345,-17.21588,32.85345
-8.87116,41.78026,Afife,Longitude (X): -8.87116<br>Latitude (Y): 41.78026,-8.87116,41.78026
-25.45562,37.71656,Água d'Alto,Longitude (X): -25.45562<br>Latitude (Y): 37.71656,-25.45562,37.71656
-8.77935,41.44399,Aguçadoura,Longitude (X): -8.77935<br>Latitude (Y): 41.44399,-8.77935,41.44399
-8.24948,37.08653,Albufeira,Longitude (X): -8.24948<br>Latitude (Y): 37.08653,-8.24948,37.08653
-9.31212,39.37982,Almagreira,Longitude (X): -9.31212<br>Latitude (Y): 39.37982,-9.31212,39.37982
-7.49794,37.17005,Altura,Longitude (X): -7.49794<br>Latitude (Y): 37.17005,-7.49794,37.17005
-8.59,37.12255,Alvor,Longitude (X): -8.59<br>Latitude (Y): 37.12255,-8.59,37.12255
-8.9032,37.16709,Amado,Longitude (X): -8.9032<br>Latitude (Y): 37.16709,-8.9032,37.16709
-8.8446,37.3508,Amoreira,Longitude (X): -8.8446<br>Latitude (Y): 37.3508,-8.8446,37.3508
-9.33566,39.26324,Areia Branca,Longitude (X): -9.33566<br>Latitude (Y): 39.26324,-9.33566,39.26324
-8.86558,37.29398,Arrifana,Longitude (X): -8.86558<br>Latitude (Y): 37.29398,-8.86558,37.29398
-8.71561,41.20848,Aterro,Longitude (X): -8.71561<br>Latitude (Y): 41.20848,-8.71561,41.20848
-8.74159,41.33752,Azurara,Longitude (X): -8.74159<br>Latitude (Y): 41.33752,-8.74159,41.33752
-9.33825,39.37365,Baleal,Longitude (X): -9.33825<br>Latitude (Y): 39.37365,-9.33825,39.37365
-8.96402,37.02561,Beliche,Longitude (X): -8.96402<br>Latitude (Y): 37.02561,-8.96402,37.02561
-9.09226,38.65643,Bico,Longitude (X): -9.09226<br>Latitude (Y): 38.65643,-9.09226,38.65643
-8.9012,37.1976,Bordeira,Longitude (X): -8.9012<br>Latitude (Y): 37.1976,-8.9012,37.1976
-8.83112,41.67859,Cabedelo de Viana,Longitude (X): -8.83112<br>Latitude (Y): 41.67859,-8.83112,41.67859
-8.66674,41.13797,Cabedelo do Douro,Longitude (X): -8.66674<br>Latitude (Y): 41.13797,-8.66674,41.13797
-8.714852,41.219399,Cabo do Mundo,Longitude (X): -8.714852<br>Latitude (Y): 41.219399,-8.714852,41.219399
-8.66369,41.11499,Canide Norte,Longitude (X): -8.66369<br>Latitude (Y): 41.11499,-8.66369,41.11499
-9.33959,39.36719,Cantinho da Baía,Longitude (X): -9.33959<br>Latitude (Y): 39.36719,-9.33959,39.36719
-9.33398,38.67928,Carcavelos,Longitude (X): -9.33398<br>Latitude (Y): 38.67928,-9.33398,38.67928
-9.42312,38.99064,Cave,Longitude (X): -9.42312<br>Latitude (Y): 38.99064,-9.42312,38.99064
-8.80318,38.38096,Comporta,Longitude (X): -8.80318<br>Latitude (Y): 38.38096,-8.80318,38.38096
-9.35942,39.32576,Consolação,Longitude (X): -9.35942<br>Latitude (Y): 39.32576,-9.35942,39.32576
-17.14072,32.84224,Contreiras,Longitude (X): -17.14072<br>Latitude (Y): 32.84224,-17.14072,32.84224
-8.93747,37.10865,Cordoama,Longitude (X): -8.93747<br>Latitude (Y): 37.10865,-8.93747,37.10865
-8.65872,40.9394,Cortegaça,Longitude (X): -8.65872<br>Latitude (Y): 40.9394,-8.65872,40.9394
-9.23808,38.6413,Costa da Caparica,Longitude (X): -9.23808<br>Latitude (Y): 38.6413,-9.23808,38.6413
-8.75399,40.61429,Costa Nova,Longitude (X): -8.75399<br>Latitude (Y): 40.61429,-8.75399,40.61429
-9.36279,39.36069,Cova da Alfarroba,Longitude (X): -9.36279<br>Latitude (Y): 39.36069,-9.36279,39.36069
-9.25608,38.66091,Cova do Vapor,Longitude (X): -9.25608<br>Latitude (Y): 38.66091,-9.25608,38.66091
-9.42663,39.00128,Coxos,Longitude (X): -9.42663<br>Latitude (Y): 39.00128,-9.42663,39.00128
-9.4198,38.96745,Ericeira,Longitude (X): -9.4198<br>Latitude (Y): 38.96745,-9.4198,38.96745
-8.64606,41.00856,Espinho,Longitude (X): -8.64606<br>Latitude (Y): 41.00856,-8.64606,41.00856
-8.79222,41.5425,Esposende,Longitude (X): -8.79222<br>Latitude (Y): 41.5425,-8.79222,41.5425
-17.04905,32.80882,Fajã da Areia,Longitude (X): -17.04905<br>Latitude (Y): 32.80882,-17.04905,32.80882
-28.00493,38.6001,Fajã da Caldeira de Santo Cristo,Longitude (X): -28.00493<br>Latitude (Y): 38.6001,-28.00493,38.6001
-27.9654,38.643,Fajã dos Cubres,Longitude (X): -27.9654<br>Latitude (Y): 38.643,-27.9654,38.643
-8.86877,40.15543,Figueira Foz,Longitude (X): -8.86877<br>Latitude (Y): 40.15543,-8.86877,40.15543
-9.19669,38.57405,Fonte da Telha,Longitude (X): -9.19669<br>Latitude (Y): 38.57405,-9.19669,38.57405
-9.228342,39.433516,Foz do Arelho,Longitude (X): -9.228342<br>Latitude (Y): 39.433516,-9.228342,39.433516
-9.4155,38.94222,Foz do Lizandro,Longitude (X): -9.4155<br>Latitude (Y): 38.94222,-9.4155,38.94222
-8.67797,40.87167,Furadouro,Longitude (X): -8.67797<br>Latitude (Y): 40.87167,-8.67797,40.87167
-9.47221,38.73115,Guincho,Longitude (X): -9.47221<br>Latitude (Y): 38.73115,-9.47221,38.73115
-8.24466,37.08592,Inatel,Longitude (X): -8.24466<br>Latitude (Y): 37.08592,-8.24466,37.08592
-8.87921,37.04655,Ingrina,Longitude (X): -8.87921<br>Latitude (Y): 37.04655,-8.87921,37.04655
-17.21258,32.73727,Jardins do Mar,Longitude (X): -17.21258<br>Latitude (Y): 32.73727,-17.21258,32.73727
-9.33707,39.37408,Lagido,Longitude (X): -9.33707<br>Latitude (Y): 39.37408,-9.33707,39.37408
-9.18133,38.50695,Lagoa de Albufeira,Longitude (X): -9.18133<br>Latitude (Y): 38.50695,-9.18133,38.50695
-8.6648,37.1069,Lagos,Longitude (X): -8.6648<br>Latitude (Y): 37.1069,-8.6648,37.1069
-8.705359,41.189397,Leça da Palmeira,Longitude (X): -8.705359<br>Latitude (Y): 41.189397,-8.705359,41.189397
-8.72628,37.08682,Luz,Longitude (X): -8.72628<br>Latitude (Y): 37.08682,-8.72628,37.08682
-8.661599,40.920692,Maceda,Longitude (X): -8.661599<br>Latitude (Y): 40.920692,-8.661599,40.920692
-16.7647,32.71629,Machico,Longitude (X): -16.7647<br>Latitude (Y): 32.71629,-16.7647,32.71629
-17.135837,32.700809,Madalena do Mar,Longitude (X): -17.135837<br>Latitude (Y): 32.700809,-17.135837,32.700809
-8.80224,37.77998,Malhão,Longitude (X): -8.80224<br>Latitude (Y): 37.77998,-8.80224,37.77998
-8.93799,37.00585,Mareta,Longitude (X): -8.93799<br>Latitude (Y): 37.00585,-8.93799,37.00585
-8.92506,37.02029,Martinhal,Longitude (X): -8.92506<br>Latitude (Y): 37.02029,-8.92506,37.02029
-9.42028,38.97554,Matadouro,Longitude (X): -9.42028<br>Latitude (Y): 38.97554,-9.42028,38.97554
-8.691471,41.176235,Matosinhos,Longitude (X): -8.691471<br>Latitude (Y): 41.176235,-8.691471,41.176235
-8.64565,37.11757,Meia Praia,Longitude (X): -8.64565<br>Latitude (Y): 37.11757,-8.64565,37.11757
-9.34825,39.36253,Meio da Baía,Longitude (X): -9.34825<br>Latitude (Y): 39.36253,-9.34825,39.36253
-8.738066,41.304812,Mindelo,Longitude (X): -8.738066<br>Latitude (Y): 41.304812,-8.738066,41.304812
-8.803694,40.454438,Mira,Longitude (X): -8.803694<br>Latitude (Y): 40.454438,-8.803694,40.454438
-8.86631,41.84946,Moledo do Minho,Longitude (X): -8.86631<br>Latitude (Y): 41.84946,-8.86631,41.84946
-9.36608,39.34928,Molhe Leste,Longitude (X): -9.36608<br>Latitude (Y): 39.34928,-9.36608,39.34928
-8.85325,37.34144,Monte Clérigo,Longitude (X): -8.85325<br>Latitude (Y): 37.34144,-8.85325,37.34144
-8.7219,40.73884,Murtosa,Longitude (X): -8.7219<br>Latitude (Y): 40.73884,-8.7219,40.73884
-9.074201,39.601665,Nazaré,Longitude (X): -9.074201<br>Latitude (Y): 39.601665,-9.074201,39.601665
-8.797673,37.441437,Odeceixe,Longitude (X): -8.797673<br>Latitude (Y): 37.441437,-8.797673,37.441437
-8.785984,41.513448,Ofir,Longitude (X): -8.785984<br>Latitude (Y): 41.513448,-8.785984,41.513448
-9.37784,39.3691,Papoa,Longitude (X): -9.37784<br>Latitude (Y): 39.3691,-9.37784,39.3691
-9.353274,38.685719,Parede,Longitude (X): -9.353274<br>Latitude (Y): 38.685719,-9.353274,38.685719
-17.23079,32.75788,Paul do Mar,Longitude (X): -17.23079<br>Latitude (Y): 32.75788,-17.23079,32.75788
-9.42196,38.98081,Pedra Branca,Longitude (X): -9.42196<br>Latitude (Y): 38.98081,-9.42196,38.98081
-8.95382,39.91942,Pedrogão,Longitude (X): -8.95382<br>Latitude (Y): 39.91942,-8.95382,39.91942
-9.30362,39.38402,Pico da Mota,Longitude (X): -9.30362<br>Latitude (Y): 39.38402,-9.30362,39.38402
-17.26253,32.8138,Ponta do Pargo,Longitude (X): -17.26253<br>Latitude (Y): 32.8138,-17.26253,32.8138
-17.23859,32.76728,Ponta do Paul,Longitude (X): -17.23859<br>Latitude (Y): 32.76728,-17.23859,32.76728
-9.35552,39.31967,Porto Batel,Longitude (X): -9.35552<br>Latitude (Y): 39.31967,-9.35552,39.31967
-8.79329,37.857257,Porto Côvo,Longitude (X): -8.79329<br>Latitude (Y): 37.857257,-8.79329,37.857257
-16.82305,32.76852,Porto da Cruz,Longitude (X): -16.82305<br>Latitude (Y): 32.76852,-16.82305,32.76852
-8.770438,41.38159,Póvoa de Varzim,Longitude (X): -8.770438<br>Latitude (Y): 41.38159,-8.770438,41.38159
-8.75362,41.34584,Praia Azul,Longitude (X): -8.75362<br>Latitude (Y): 41.34584,-8.75362,41.34584
-8.74857,40.63665,Praia da Barra,Longitude (X): -8.74857<br>Latitude (Y): 40.63665,-8.74857,40.63665
